consent,prolific_id,work_status,ai_tools_use,ai_tools_frequency,mentally_taxed_ai_prompts,ai_info_trust_drains_focus,switching_ideas_ai_flow_harder,meta_thinking_when_using_ai,lose_track_own_vs_ai_thoughts,brief_ai_sessions_mind_cluttered,rely_ai_suggestions_decisions,follow_ai_over_instinct,less_confident_without_ai_input,ai_decides_detached_from_outcome,question_if_decision_truly_mine_ai,ai_blurs_judgment_automation,worry_ai_weakens_independent_decisions,mind_replays_ai_interactions,hard_to_switch_off_after_ai,need_time_away_to_feel_myself,short_ai_breaks_clear_head,day_disconnected_ai_calm_grounded,uneasy_without_ai_long_periods,open_text_ai_effects_on_thinking,age_group,country,gender
Yes,66a260ef5f01e17796db665a,Self-employed / freelance,Yes,Rarely,5,5,6,1,1,5,1,1,1,5,1,6,7,1,1,5,6,5,1,"I overall get frustrated by a lot of digital/AI tools being unreliable, and limit my use of them.",18 - 24,US,Non-binary
Yes,66a2812744e8026f80ef0879,Self-employed / freelance,Yes,Often,5,7,5,5,3,5,4,3,3,5,4,5,6,1,5,6,5,7,4,Most of my interactions are with the AI summaries that my browser supplies when I do a search. I find that it's easy to rely on those summaries when I know that they are frequently less than accurate. Something about the presentation gives them a sort of authority. I have to force myself to check them. I worry about the implications for decision making.,45 - 54,US,Man
Yes,66a35864d80b66f563731c3e,Employed part-time,Yes,Very often,6,4,5,7,5,4,7,6,7,4,6,2,2,6,1,2,5,3,1,i am reliant on Ai,45 - 54,UK,Woman
Yes,66a56853eae42f430895b05e,Unable to work due to illness or disability,Yes,Occasionally,2,4,1,1,1,1,1,1,2,3,1,1,6,1,1,1,2,1,3,"I just use these tools to identify details so that I can make informed decisions, for instance about products and services. I do not offload decision-making authority at all.",45 - 54,US,Woman
Yes,66a7e6fca40c46efc356cfed,Employed full time,Yes,Everyday,3,4,3,3,2,2,5,4,4,5,3,5,5,2,1,1,1,1,3,"it doesn't affect my ability, it helps it, it makes things easier to process and draft things, so effectively it helps rest my mind sooner than if i did not use AI tools",25 - 34,UK,Man
Yes,66a807039d81fd60509841dc,Employed full time,Yes,Often,3,5,4,3,3,3,3,4,5,5,1,3,6,1,2,2,1,2,1,"i am not good at making decisions so they help me, not hinder",35 - 44,New Zealand,Man
Yes,66ae09b41fe460731834c749,Self-employed / freelance,No,Rarely,5,5,6,1,1,2,1,3,1,6,5,5,6,1,1,4,5,3,1,I only use ai for entertainment purposes.  ,55 - 65,US,Woman
Yes,66aedcd99676fd80376f04a5,Unemployed and looking for work,Yes,Often,5,4,4,5,6,5,2,4,5,6,5,3,6,3,5,6,7,5,4,It makes me lazy to think for myself occasionally ,25 - 34,Australia,Man
Yes,66af5f10833b8be554d9bef1,Retired,Yes,Sometimes,2,5,3,2,2,2,2,5,2,5,5,6,5,2,2,5,5,6,3,"I use AI tools to suggest options that I havent thought of, especially when travelling to places I have not been to before.",Over 65,Australia,Man
Yes,66b01097e95b0626c2cd7b5c,Employed full time,Yes,Very often,2,3,4,6,2,2,3,2,1,5,4,3,4,1,1,1,4,4,3,"AI has been significant in automatic mundane tasks and helped me develop med-legal writing to better write progress notes. While AI has been useful at work, it has been detrimental to me academically, especially during my data structures course. I found myself constantly referencing it and using it to solve my problems instead of using it more like a glossary. I've changed my approach now and feel at ease. However, I would have had a different perspective three weeks ago.",25 - 34,US,Man
Yes,66b0e84dc09d50097e52fe8a,Student,Yes,Occasionally,5,5,6,4,3,5,3,4,3,5,6,5,5,3,5,6,5,5,2,sometimes draining to figure out if the response can actually be trusted,18 - 24,UK,Woman
Yes,66b244a2f436437d3e109bbe,Self-employed / freelance,Yes,Everyday,3,7,5,4,5,3,7,4,7,7,7,3,7,4,1,5,5,7,7,"Using AI tools seems to have an affect where it drags me into a rabbit hole if that's a good way to put it. It seems to capture my mind and make me want to keep engaging and keep generating more from more prompts. I think it helps me learn more about the world but I find that I start to overly rely on it and if I try not to use it, I find that I feel less confident about my own decision making ability.",25 - 34,UK,Man
Yes,66b2b72c604d2d6bfd2372bf,Unemployed and looking for work,Yes,Very often,6,3,2,5,1,4,5,5,6,3,5,3,5,1,1,2,3,3,1,They make it harder not to feel so anxious and make me a bit overstimulated at times.,55 - 65,US,Man
Yes,66b792a09354b3fa1a3c5af9,Employed full time,Yes,Everyday,2,3,3,4,5,2,5,5,6,5,4,2,4,5,5,4,5,5,2,it all depends on the scenario,25 - 34,UK,Man
Yes,66bbafb05de7e549455aa4ff,Employed full time,Yes,Sometimes,2,3,4,3,1,2,2,1,2,3,2,2,1,1,2,1,1,1,1,"I can confidently say that AI has no impact on my ability to think or make decisions.  I use it only as an aid, and to assist with drafting or answer a problem for me, but generally I prefer to rely on my own reasoning abilities.",45 - 54,UK,Man
Yes,66bcdf26b58d32e7efba9469,Retired,Yes,Occasionally,5,5,6,5,5,4,3,3,4,3,3,3,3,1,2,5,6,6,1,using ai makes me feel lazy and overwhelmed sometimes,55 - 65,UK,Woman
Yes,66bf59da77f200a4a75a7b62,Student,Yes,Everyday,2,2,5,4,5,3,6,3,5,5,6,6,7,4,5,3,3,3,4,"I worry I have an over reliance on AI tools, and that I will be slower or more likely to overthink simply decisions in the future.",18 - 24,UK,Man
Yes,66c20b634a3b292d25596fbc,Employed full time,Yes,Occasionally,1,1,1,1,1,4,1,1,1,7,7,7,7,1,1,1,7,7,1,"It is no different to gaming, use it sparingly and for fun only, not to be taken seriously",45 - 54,UK,Man
Yes,66c6b37982e002e73e1fbd1c,Employed full time,Yes,Very often,2,5,2,1,1,1,1,2,1,5,1,3,2,1,1,2,5,4,1,"I do not think using digital or AI tools hinders my ability to make decisions or think clearly. However, it can make it more difficult to rest my mind afterwards, because of the large input of new information that usually comes with how I use these tools.",25 - 34,US,Woman
Yes,66ccdd9f6b12c6ea6fa01f42,Employed full time,Yes,Everyday,2,3,3,4,3,5,7,6,6,4,6,5,2,2,2,4,6,4,4,I use it like it is my partner in crime to tackle anything that is needed. The AI helps me but I make sure to review it with other sources before a decision ,25 - 34,US,Man
Yes,66cfab152c56aa0472529001,Employed full time,Yes,Often,3,2,2,1,1,2,5,4,3,3,2,2,2,3,2,3,6,5,2,sometimes i can have thoughts replaying in my mind after work with certain inputs i have made throughout the day. i generally am able to switch my mind away from it quite esy though,45 - 54,UK,Man
Yes,66d035e529e80315f590ecce,Homemaker / caring for family,No,Sometimes,4,5,6,5,6,3,2,6,1,5,5,5,7,2,2,6,6,6,5,I think it can be a bit overwhelming at times using all these tools and yes your mind can feel a little overstimulated afterwards ,45 - 54,UK,Woman
Yes,66d1fdd400acfdbc181f41e0,Self-employed / freelance,Yes,Very often,3,5,5,6,3,5,2,1,3,6,6,6,6,3,3,3,5,5,2,"sometimes the answers you get are so perplexing, or seem tailored to want the ""please you"", you have to constantly check the work or fix mistake after mistake which takes even longer and is more taxing than not using it at all. ",45 - 54,US,Man
Yes,66dd8fd2905d609d29ccf008,Retired,No,Never,3,4,2,3,1,1,1,1,1,1,1,1,1,1,4,5,5,4,4,"I sometimes find it hard to switch off from using digital devices. But when I am able to stay away from them for a good period of time, my mind feels calmer and I am able to concentrate on something else. However, I will be inevidentally drawn back,  as some things that I do rely on digital devices",Over 65,UK,Woman
Yes,66e4d86dc6b20335f135a8e5,Employed full time,Yes,Sometimes,3,6,2,2,3,2,5,3,3,3,5,5,3,2,2,2,2,2,1,"Using digital or AI tools helps me think more clearly by walking me through the thought process of how we arrived at the answer and why it makes sense.It helps me make decisions usually by providing many thoughts, sides, or perspectives on things that I may not have thought of. Then, I can better make my choice or decision because I have more information or perspectives on the subject. I wouldn't say AI or digital tools rest my mind, per say. I do feel like it lessens the load and allows me to use less brain power, which makes the whole thing easier and less stressful.",35 - 44,US,Woman
Yes,66e62716a40afa9a9b4d23c6,Employed full time,Yes,Very often,5,1,1,5,1,1,6,6,2,2,1,1,1,1,1,1,5,5,1,using AI tools helps me to see things in different ways. it helps me make decisions faster,35 - 44,US,Man
Yes,66ea02ae73ad513dcad2953d,Employed part-time,Yes,Often,3,3,2,4,1,1,2,2,1,5,2,4,3,1,1,2,5,4,1,"Whenever I ask AI something and it gives me the answer and I use the answer, even if I rephrase it I doubt if I truly understand it.",18 - 24,US,Woman
Yes,66ecded667f721bca7e5609d,Employed full time,Yes,Sometimes,4,4,4,4,4,4,5,4,3,4,4,4,4,1,1,1,4,4,1,I think AI makes decision making easier in general which makes everything more clear. ,25 - 34,US,Man
Yes,66edc72a30ec9b38153f1b50,Employed full time,Yes,Sometimes,3,4,3,5,2,1,5,2,1,2,2,1,1,1,1,1,1,1,1,I don't think using AI tools affects my decisions or thought clarity at all.,45 - 54,UK,Woman
Yes,66f4461fe6cf2a459a3e7180,Employed full time,Yes,Rarely,4,5,4,5,2,4,2,1,7,7,4,4,7,1,1,5,7,7,1,It makes it harder for me to figure things out on my own. ,25 - 34,US,Woman
Yes,66f47421b650b6c39e80fa0d,Employed full time,Yes,Everyday,3,1,1,4,1,1,6,4,2,3,1,1,2,1,1,4,4,2,1,"It helps me to make decisions and do my job, but it doesn't affect my ability to think clearly because my mind is sharp no matter what due to how it naturally works & analyzes.",35 - 44,US,Woman
Yes,66f62be3ddc65a4d74c7dafd,Employed part-time,Yes,Everyday,5,3,3,1,1,1,6,4,5,2,2,4,2,3,1,1,3,2,3,Using AI tools helps me make decisions and see things clearly. I don't have a need to 'rest my mind' because of using AI tools. AI tools helps me see things and find solutions to things much more quickly and from various 'perspectives' than I could ever glean myself and or with others within a quick timeframe. ,55 - 65,Australia,Woman
Yes,66f69dcc061074dacb886b52,Employed full time,Yes,Often,3,4,5,5,3,3,5,5,6,6,5,5,6,2,2,3,5,4,3,It allows me to bounce around ideas with the AI and ultimately helps me form a conclusion or better understanding of something. I can ask any questions i may have no matter how poor they are and put my mind at ease by finding things out quickly.,25 - 34,UK,Man
Yes,66f87d84fcfe786a13ff1edb,Retired,Yes,Sometimes,3,2,4,5,2,2,1,4,1,4,3,3,5,1,1,1,4,6,1,"I can always think clearly, I tend to use AI purely for information gathering and solutions to research and general enquiries ",Over 65,UK,Woman
Yes,66fa1820329fa9bb88f2e3c6,Student,Yes,Very often,6,5,3,6,3,2,2,2,1,5,5,5,6,2,2,2,6,3,2,It makes me think more to try and refine an output that i want the ai to produce but relying on everday decisions for ai make me feel reliant and incapable of thinking,18 - 24,UK,Man
Yes,66fa9fa782a3e345cd55a7ef,Employed part-time,Yes,Occasionally,4,5,4,5,5,5,2,3,3,4,6,5,4,5,5,6,5,6,4,it makes me feel heavily reliant on it and not think clearly because I am so heavily reliant on it,18 - 24,UK,Man
Yes,66fd3f6c93c24ecc119be354,Unemployed and looking for work,No,Occasionally,5,2,2,6,1,1,1,3,1,3,2,2,1,1,1,1,4,4,1,Makes me know that ive got a wealth of knowledge that i havent learnt yet.,35 - 44,UK,Man
Yes,6704539fe462b87182866f14,Employed full time,Yes,Everyday,5,6,5,4,6,5,5,6,5,6,2,3,2,6,3,5,4,5,6,"I don't think it does, it just allows me to process and generate more output",35 - 44,UK,Man
Yes,67059d99d1093140330a3926,Employed full time,Yes,Very often,3,3,5,5,6,3,5,6,7,6,7,7,7,2,2,1,3,4,1,it makes me less competent in making my own decisions and performing actions. ,18 - 24,UK,Woman
Yes,6712fe1173dfa2bfa2d6294b,Unable to work due to illness or disability,No,Occasionally,1,3,5,2,2,2,2,5,2,2,5,6,7,1,1,1,1,4,1,"I think using AI makes decisions really easy for me. So when I do use AI tools, I feel as I don't think clearly or at my best because I am relying so much on the AI tool instead of my own thoughts.",25 - 34,US,Man
Yes,6716152e33a2af901d7e9196,Unemployed and looking for work,Yes,Occasionally,7,7,7,4,7,7,5,3,3,7,7,7,7,5,6,7,6,7,3,"I feel like AI takes away my ability to exercise mental muscles, to keep functions such as original thinking and understanding processes through doing in tact. I worry that the demand to use AI will result in me relying on it to think for me, and strip me of the ability to think unique thoughts or produce original work; it somehow takes away my joy and sense of achievement I felt in the past in completing a task and producing useful results for a business myself, when the AI can do most of the work.",35 - 44,UK,Man
Yes,6716f188b131fa30ab5365c2,Employed full time,Yes,Often,3,2,2,2,2,2,5,5,4,5,6,5,5,6,5,5,6,4,3,Whenever I use AI and it gives me advice that doesn’t turn out good it messes with my thoughts and mind.,35 - 44,US,Man
Yes,6718343c82dda1264ded40d6,Retired,Yes,Everyday,2,2,2,5,1,1,2,4,2,2,1,2,4,2,1,1,2,1,2,I do not really think AI effects my ability to thing. It allows me to access information quickly ,Over 65,US,Woman
Yes,6718351cc76aa98d9fab14c3,Self-employed / freelance but also looking for work,Yes,Often,5,4,6,4,4,5,2,4,4,5,6,5,6,2,2,2,5,4,2,Excessive use of digital or AI tools can lead to it becoming a habit where you simply use the digital or AI tools to make decisions for you and you end up not thinking at all.,25 - 34,New Zealand,Man
Yes,6719280d44c996e04f9a5475,Employed part-time,No,Sometimes,5,5,3,3,1,1,4,5,4,5,2,2,2,1,1,1,1,1,1,"It helps me to reach the right conclusions or results by usually re-enforcing what I already believed, bringing me relief and confidence and usually saving me time.",55 - 65,UK,Woman
Yes,671a5785170a0f6380c51f28,Employed part-time,Yes,Often,5,4,3,5,2,4,3,3,2,3,2,3,3,3,3,3,5,5,1,It’s just so much screen basically,25 - 34,UK,Woman
Yes,671ba65a14a83896384598a0,Employed part-time,Yes,Often,4,5,4,5,3,3,5,6,4,6,7,4,7,5,5,7,7,4,3,"I feel as if I am not competent enough and gradually loosing my confidence.  Though it helps to deliver efficient and effective results, it is also making me loose self confidence. ",35 - 44,US,Woman
Yes,671d5e492160124dc47b5b2a,Employed full time,Yes,Often,3,3,3,4,2,2,2,3,2,5,5,6,6,4,4,4,6,6,1,I feel reliant on it. It can start to stress me out like I'm losing my touch,35 - 44,US,Man
Yes,6727ea3905ae5d0d2cb5180c,Employed full time,Yes,Often,5,1,5,4,1,1,3,3,2,2,1,2,1,1,1,1,3,1,2,It doesn't really help me to do any of those things - I mainly use it to find information or for it to create things ,35 - 44,UK,Woman
Yes,672a21a1fce596116252b41e,Employed part-time,No,Sometimes,5,5,4,5,5,4,3,4,4,5,5,5,6,3,4,5,5,5,3,"I think it makes me less likely to make a fully focussed effort to find the information I want, as I know AI can do so instantly, saving me time. This is very useful but does not stimulate or engage my brain. I worry it could lead to cognitive decline in future.",55 - 65,UK,Woman
Yes,672a6f5fc7bda7ce7ce814a7,Employed full time,Yes,Sometimes,3,5,4,5,4,3,2,2,2,4,5,3,4,4,4,3,5,4,2,"Whether good or bad, using AI tools often expands the boundaries of the original human thought.  This can be a good thing in certain situation as viewing things from every possible angles are import.  But at the same time, it may expand your thought beyond the necessary boundaries without realizing it, which can affect the results of whatever you are working on in a negative way.  ",45 - 54,US,Man
Yes,672c99775b51436252e1b231,Employed full time,Yes,Everyday,2,2,2,2,2,2,6,6,4,4,2,2,2,5,2,5,5,4,5,few of the but just one i use regularly,35 - 44,UK,Man
Yes,673188f2decdb1f3f5c5a913,Employed full time,Yes,Occasionally,5,3,2,3,1,4,2,2,2,4,2,3,2,2,2,4,7,7,2,Using AI can affect one’s ability to make normal simple quick every day decisions if they start to solely rely on AI for everything. It can make you think less because you can depend on AI more.,35 - 44,US,Woman
Yes,6733c3dc70fb8db74ca732e3,Employed full time,Yes,Often,6,6,6,6,6,6,4,2,5,6,5,5,5,6,5,6,5,5,6,I feel dependence of AI opinion and checking if I am wrong or right all of the time,35 - 44,UK,Woman
Yes,67379a3288f6fa62a41dadae,Employed full time,No,Never,2,3,1,1,1,1,1,1,1,3,1,1,1,1,1,2,4,4,1,I don't use AI for anything except when it is foisted upon me,35 - 44,US,Man
Yes,673d23b251f56d0010aa50ee,Employed full time,Yes,Often,2,4,4,2,1,2,5,2,1,4,1,1,1,1,1,1,1,1,1,I find AI very useful for certain tedious tasks such as analyzing large data sets and making sense of a large amount of data.  AI does not hinder my abilities regarding decision making or clear thinking ,55 - 65,US,Man
Yes,673e222bdb1a35935b3075f1,Employed part-time,Yes,Very often,3,2,2,5,2,3,3,3,1,6,3,3,3,4,2,2,5,3,1,"Using digital tools makes me to think and evaluate situations in an in-depth manner with different sources, materials, and methodologies. My procedures for verification are also iterative to get the best result.",25 - 34,US,Woman
Yes,673e49a40c248822d47e01e4,Employed full time,Yes,Everyday,3,2,5,5,3,2,6,6,3,5,6,5,5,3,3,2,2,2,2,take shortcuts and be more efficient,25 - 34,UK,Woman
Yes,674ae5a1ba7d929b2c1306e5,Employed part-time,Yes,Sometimes,3,2,3,4,2,5,2,1,2,4,2,3,5,3,3,5,6,6,2,"Occasionally, I have felt overwhelmed by the amount of information, and the elaborateness of conceptual or thematic schemes, with which AI tools can supply me. Sometimes I have felt a sense of disconnect and insignificance, when confronted with an extensive account of an academic debate, for example, so that I wonder what I have left to contribute: should I follow a lonely, limited path of my own - or attempt to follow the many routes suggested by AI.",55 - 65,UK,Man
Yes,674e392c662df613c650536a,Employed part-time,No,Rarely,5,4,6,3,3,3,2,2,2,6,5,6,5,2,2,4,4,4,1,I’m never 100% confident it’s the right thing and can often not sound like me so everyone would know it’s AI,45 - 54,UK,Woman
Yes,674f514e20edec25a701bd86,Employed full time,Yes,Occasionally,4,3,2,4,5,5,5,5,3,4,5,2,2,5,2,6,3,5,1,It takes away the drain from having to do repetitive tasks.,25 - 34,US,Prefer not to say
Yes,6752177181b110a946e73795,Employed full time,Yes,Very often,2,2,2,2,2,2,5,3,3,5,3,3,3,2,2,2,2,2,2,It makes things clearer and eases my mind knowing I don’t need to worry about it. ,35 - 44,UK,Woman
Yes,6752f0bf89185ea06e300a69,Self-employed / freelance,Yes,Sometimes,4,4,4,3,2,1,2,4,4,5,6,6,5,3,3,3,4,3,1,I'm really not affected by it. ,45 - 54,US,Woman
Yes,6753b22cfa25adc6f658bee0,Employed full time,Yes,Everyday,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,It makes it easier to make decisions,25 - 34,US,Man
Yes,6759cf4aa98832e7c32a61b3,Retired,No,Often,1,1,3,5,1,1,5,4,4,3,3,3,5,2,2,1,4,2,2,Sometimes i think that i am relying on AI that i am getting lazy in my own way of problem solving and making decisions for myself,45 - 54,UK,Woman
Yes,676055469b245b53e81358d0,Student,Yes,Everyday,3,2,2,3,2,2,5,4,5,2,3,3,3,2,2,1,2,2,3,it helps me make decisions and think clearer as it explains all aspects of the decision i ask it to tell me more about.,18 - 24,UK,Man
Yes,67608d010ab313f56180df40,Employed full time,Yes,Occasionally,5,7,3,2,2,4,1,1,2,4,2,4,6,1,6,5,6,7,3,I think it fills my head with useless information and makes it harder to focus. I find it harder to sleep after using digital technology.,45 - 54,UK,Woman
Yes,67609329baa8b1a85b202e4d,Employed full time,Yes,Occasionally,4,2,3,4,5,3,2,5,2,5,6,5,5,2,2,3,5,4,1,"I think AI got me personally is to just get a better understanding of something, or assist with wording. It can sometimes make you question ideas but i don’t believe it has a big affect on my mind ",18 - 24,UK,Woman
Yes,67612c302f90b2399522a2ba,Self-employed / freelance,Yes,Often,5,5,5,6,3,5,3,4,2,5,4,5,5,1,3,6,5,6,2,digital language based tools tend to drain me after long periods of time whereas visual aI tool tend to stimulate and excite me most of the tme ,55 - 65,US,Man
Yes,676304145bbe20d1fd5d653c,Self-employed / freelance,Yes,Very often,1,1,1,1,1,1,5,4,1,2,1,1,1,2,1,1,7,4,1,"It gives me more confidence towards the decisions I am already making. At first I depended on it too heavily then realized I need to take my time and teach it, ever since then I have found a niche for it.",35 - 44,US,Man
Yes,676469d83816f597b2652c91,Self-employed / freelance,Yes,Rarely,6,5,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,1,"It doesn't affect my ability, because I use it sensibly and I rely on myself and my own thinking/creativity as much as possible. It's just there to help me if I'm lacking inspiration and so on.",25 - 34,UK,Woman
Yes,676572d1818b3b26ca9f6ce2,Employed full time,Yes,Everyday,5,3,3,4,2,4,5,4,3,3,3,2,1,1,2,2,2,2,2,"AI tools are useful in my day-to-day activities, like paraphrasing and generating inage",25 - 34,UK,Man
Yes,6765c7b600d8f466682b2159,Employed full time,Yes,Everyday,2,4,5,2,2,2,2,2,1,3,3,4,5,3,2,5,5,3,2,Sometimes makes you question your own judgement ,45 - 54,UK,Man
Yes,6765e63b9cbc0ec185d7e8fa,Unemployed and looking for work,Yes,Often,5,4,2,2,3,2,1,3,1,5,2,2,5,2,3,3,4,5,1,"I use mostly for work purposes, so I’ll say it most times makes me make decisions without thorough thinking, it also me unable to fully rest my mind as I switch between tasks. ",45 - 54,UK,Man
Yes,67665f7b0329bd3e30515ad2,Employed full time,Yes,Everyday,5,7,3,6,6,7,5,6,1,6,6,7,7,2,2,5,7,7,1,It creates this high level of dependence. You tend to rely on it for virtually every thinking task even ones you would originally easily complete on your own,35 - 44,UK,Man
Yes,6766ddcb03bbfa66fafb36a8,Homemaker / caring for family,Yes,Very often,2,2,3,1,2,1,2,2,1,3,2,2,5,1,1,1,5,2,1,Using AI tools don't really affect my ability to think clearly or make decisions I use it as a supplement and aid,55 - 65,US,Woman
Yes,67698e94c727a4a942390c57,Employed part-time,Yes,Sometimes,5,5,4,4,4,4,4,5,2,2,2,2,2,2,3,3,5,5,4,It is good to get fairly reliable information from from AI on lots of issues. One does not hsve to work out everything oneself so can get on with tasks faster ,55 - 65,UK,Woman
Yes,676ed8014625d5ebd417b5f2,Unemployed and looking for work,Yes,Very often,2,2,1,1,1,1,6,5,5,1,1,1,1,1,1,3,7,3,5,Sometimes I get caught up in the information provided by AI,55 - 65,US,Woman
Yes,676ef640250de1d8b3e57d96,Employed part-time,Yes,Sometimes,5,6,4,5,3,4,3,4,3,4,4,4,3,4,4,5,6,5,3,"Using AI can help me think clearer most of the time because it organizes my thoughts and I have ADHD so its normally hard to do this and it also breaks things down for me. However, if i use it too much or too long my brain shuts off as if I am relying on it too much. I think it makes the decision making process a bit easier but i definitely need my breaks from it to reset myself.",25 - 34,US,Man
Yes,676f2ff678d74407b518207d,Employed full time,Yes,Occasionally,3,3,2,4,1,1,3,4,1,3,3,1,1,1,1,1,1,1,1,It doesn't affect my ability to think clearly. They're a tool that I can use to help refine my work.,35 - 44,US,Man
Yes,6772fd60f775cd72008c803f,Employed part-time,Yes,Sometimes,5,5,3,4,3,3,1,1,2,4,4,2,5,2,1,3,6,5,2,If anything it makes me think less then I start ton worry that I am not using my own mind and just trying to put the load onto AI and take a back seat ,25 - 34,UK,Woman
Yes,6773f2c6f59707888206bdd1,Student,Yes,Often,4,2,3,4,4,2,4,4,3,2,2,2,2,1,1,2,3,4,2,I feel like sometimes I cannot think for myself depending on the context. But it has helped me at times.,18 - 24,UK,Man
Yes,677456e45334feb4084dee1b,Employed full time,No,Rarely,6,7,2,1,2,3,1,1,1,2,2,1,7,1,1,4,5,7,1,Using AI feels like not fully utilising my own abilities which in turn diminish,35 - 44,UK,Man
Yes,6775b8d4392903764da1d71d,Employed part-time,Yes,Very often,5,6,6,6,5,4,6,6,4,7,6,6,7,3,4,3,5,4,2,Helps me but doesn't feel natural,25 - 34,UK,Man
Yes,6776c9f7191e7c5b39c1db89,Unemployed and looking for work,Yes,Often,2,2,1,2,2,2,1,1,1,1,4,3,3,3,2,2,5,4,1,"I only use AI when I really can’t make the decision myself and need some guidance or extra support. I use my own mind first and 2nd AI. So AI doesn’t affect my ability to think clearly, make decisions or rest my mind ",45 - 54,UK,Woman
Yes,67798247d6fc9e510470baef,Homemaker / caring for family,Yes,Occasionally,4,6,4,5,3,5,2,2,1,5,5,5,4,3,7,7,7,7,1,Sometimes the AI gives such long winded information it can take time to digest it all and take in. ,35 - 44,UK,Woman
Yes,677bdd107e88cf2e53a755fd,Retired,Yes,Very often,5,6,4,3,4,5,3,2,2,6,5,4,6,2,3,6,5,5,2,"Although using AI can be helpful, I find I am clarifying the information given quite often. Sometimes I just bypass AI and just search or go about my task without AI. This way I start off searching credible sites. I do think AI seems to be getting better, but I still find sometimes I an better off doing projects or searches on my own.",55 - 65,US,Woman
Yes,6780099a3882d9a086755003,Self-employed / freelance,Yes,Often,5,3,6,5,3,4,5,3,1,4,1,2,4,3,3,5,7,4,1,"Though I use AI agents frequently, I consciously choose to remember that these are tools that are helping me. They are not making decisions for me. I believe in ""Augmented Intelligence"" - I am using AI to augment my own intelligence. I do not rely on AI solely, especially not for decisions. Digital tools and screen use is another matter. I spend most days working at my laptop and when I'm not on my laptop I'm on my cellphone reading news or using apps. If I get a day or a few hours when I'm out doing something that prevents me from using my phone, I appreciate it and my mind feels more rested, but I'm not conscious for the most part of my mind being fatigued by my constant screen use at other times.",55 - 65,US,Woman
Yes,67816ff917d513a66eaadd01,Retired,Yes,Everyday,2,2,2,3,2,1,2,1,1,1,2,2,2,1,1,2,3,4,1,"I honestly don't ever feel that I ca't think clearly or make my own decisions after using AI. I use Gemini daily, multiple times some days, buts its just a tool. Does a woodworker need time away from his saw to think clerly - i doubt it. Thats how I feel about using AI.",55 - 65,US,Man
Yes,678340c9ba7d324b063cec2f,Employed full time,Yes,Everyday,5,3,5,3,5,6,5,4,5,4,4,5,5,6,4,5,4,5,5,AI helps me consider pitfalls and alternatives when it comes to making decisions and critical thinking.,18 - 24,US,Man
Yes,678adaaa5d10296603b4b2d6,Employed full time,Yes,Very often,3,6,4,6,2,3,3,3,3,5,4,6,5,2,3,2,4,4,2,"It's not so much thinking clearly, but rather what you hinted at, that my decisions feel slighlty less mine because AI was involved in the process. This feels scary.",25 - 34,US,Man
Yes,67b60123881478787e3bf380,Employed full time,Yes,Everyday,3,5,2,6,1,5,6,4,2,2,5,4,5,5,1,1,7,5,1,"Using digital and AI tools helps me process information quickly and offload some decisions, freeing up mental space. However, constant notifications and inputs can fragment my focus and make it harder to rest my mind.",Over 65,US,Man
Yes,67bf2c95cf70e4409f3fb705,Employed full time,Yes,Very often,3,6,2,1,1,2,3,2,3,5,2,5,6,1,2,2,3,2,3,I use them as a tool only. If I don't like the answers it gives then I'm perfectly happy to use my own judgement instead. I'm not really conflicted with the use of AI tools.,45 - 54,US,Man
Yes,67c585f8e60aec06bb2e7863,Employed full time,Yes,Very often,6,5,5,4,3,5,3,3,3,4,4,5,5,4,5,4,4,5,4,"When I use digital tools too often, I feel like my mind becomes dependent on them to make even the most basic of decisions, so I have to step back and use my brain as it is intended to get myself re-focused again.",55 - 65,US,Woman
Yes,67d1926649cf8a4fd2b27d37,Employed part-time,Yes,Occasionally,5,6,4,5,3,4,5,3,4,4,5,5,6,4,5,6,6,6,3,"Using digital and AI tools helps with efficiency, but constant interaction can cloud my thinking and make decisions feel less grounded. It becomes harder to fully switch off, and I often need deliberate breaks to regain mental clarity and focus.",18 - 24,UK,Woman
Yes,67d1f6824f74bd16996512c0,Retired,Yes,Often,4,6,4,6,7,4,4,1,1,7,7,7,7,1,1,4,7,7,1,"AI is good for certain tasks, but it can provide too many options, incorrect or irrelevant information. It seems to be taking away my own creativity and imagination. It is so easy and convenient, I do feel tempted and that is why i force myself to stop at times, to detach.",Over 65,US,Man
Yes,67d21364aa4dc87ecd8f3f1b,Unemployed and looking for work,Yes,Very often,3,5,4,4,3,4,6,4,4,4,3,4,3,5,4,4,3,4,4,"Using digital and AI tools helps me think and decide faster, but it can also make my mind feel crowded if I rely on them too much. They’re useful for organizing information, yet sometimes I need to step away from screens to think clearly and give my mind a break.",25 - 34,US,Man
Yes,67d43f5c7253c147df75e9e5,Employed full time,Yes,Often,6,6,7,6,4,5,5,4,2,6,4,6,2,1,1,4,7,7,1,"I am constantly worried on how to keep track of the output, verify accuracy and design prompts",25 - 34,UK,Man
